Asbestos fibers
Silk fibers
Polyvinyl alcohol fiber
Polyethylene fiber
Vegetable fibers
Polyurethane fiber or spandex
Ceramic fibers
Polymer aramid fibers
Polypropylene fibers
Acetate fibers
Nylon fibers
Polyester fibers
Cotton fibers
Rayon fibers
Viscose fibers
Acrylic fibers
Wool fibers
Glass fibers
Nylon thread
Asbestos thread
Spandex thread
Rubber or latex thread
Graphite thread
Fiberglass thread
Bismalemide thread
Polyamide thread
Polyester thread
Silk thread
Cotton thread
Resin impregnated thread
Glass yarn
Hemp yarn
Flax yarn
Paper yarn
Synthetic yarn
Jute yarn
Wool yarn
Animal hair yarn
Ramie yarn
Cotton yarn
Polyester yarn
Acrylic yarn
Silk yarn
Coir yarn
